A. Barrat,naming,2000,2005,2006,2008,2010ur,Barrat,Barthelemy,Boltzmann,Brownian,Colizza,Dynamics,Epidemiology,Fluctuations,Gautreau,Internet,Kozma,MUSTREAD,Memory,PhD,RMP_CFL,SOC,Trizac,Vespignani,adaptive-networks,agents,aging,agreement,airline,analysis,annihilation,annotation,baldassarri,baronchelli,barrat,boltzmann,book,cattuto,coarsening,coevolution,complex,complex-network,consensus,convection,cooccurrence,cooling,correlations,dallasta,definition,dense,diffusion,directed,dissipative,driven,dynamics,entityguides,epidemic,epidemics,epidemiology,experiment,exploration,fdt,fluctuations,fluids,folksonomies,folksonomy,game,gas,gases,geographical,givealink,glass,glasses,glassy,glauber,granular,graph,graphs,growth,heated,hydrodynamics,imported,inelastic,influenza,infrastructure,interdisciplinary,internet,language,linearresponse,link,loreto,lowdimensional,matter,meanfield,measure,measures,media,mixtures,model,models,myown,network,networks,non-equilibrium,on,opinion,opinion-formation,outbreak,phase,physics,powders,power,prediction,proceedings,properties,puglisi,recommendation,response,sampling,sandpile,scale-free-networks,scalefree,schehr,similarity,simulation,simulations,small-world,sna,social,spatial,spinglass,spread,statistical,statistics,statphys23,structure,sublinear,surfaces,systems,tagging,tagorapub,temperature,thermodynamic,topic-1,topology,traceroute,traffic,transitions,transportation,velocity,vibrated,vibration,voter,voter-model,vulnerability,web-graph,weight,weights,weigt
A. Bechara,CCP,JRR,pfc
A. Benyoussef,Carlo,Film,HIV,Ising,Layering,Mixed,Monte,behavior,critical,disorder,flow,imported,infection,off-ramp,phase,statphys23,topic-11,traffic,transition,transitions
A. Bernstein,Algorithms,Design_Challenge,Pervasive_Computing,Semantics,SimilarityMeasures,Software_Infrastructure,UbiComp_Application,Ubiquitous_Computing,WP2,cites.pclass,cites.procm,dark,imported,matter,mrefs,ontology,research.bizInt.bpm,research.kr.ontologies,research.sw,semantic,ubicomp,visualization,xenon10,Computing,Pervasive,Ubiquitous
A. Bertolino,CCP,Cow_Suite,JRR,MBT,UML,da,diagrams,imported,pfc,sequence,statecharts
A. Bierman,imported
A. Blandford,HCI,PUM,ACRE,Ambulance,Ambulance-control,Architecture,Attorney,Behaviour,Building,CASSM,Co-evolution,Cognitive,Cognitive-plausibility,Collection,Collection-Building,Communities,Communities-of-practice,Conceptual,Conceptual-structures,Design,Digital,Digital-Libraries,Digital-library,Distributed,Electronic,Electronic-diary-systems,Ellis,Emergency,Emergency-medical-dispatch,Formal,Formal-cognitive-architecture,Formal-hardware-verification,Formal-modelling,Google,Grounded-Theory,Human,Human-Computer,Human-Computer-Interaction-(HCI,Human-computer,Humanities,Hybrid,Information,Information-Seeking,Information-seeking,Information-seeking-models,Interaction,Interactive,Interactive-systems,Legal,Libraries,Modelling,Privacy,Programmable,Programmable-User-Modelling-(PUM,SAL,Scenario,Scenario-based-design,Security,Seeking,Sensemaking,Software,Software-development-processes,Team,Team-working,Theorem,Theorem-proving,UCLIC,Uncertainty,Usability,Usability-evaluation-methods,User,Verification,Verification-system-correctness,Virtual,Virtual-reference-service,Written,Written-communications,access,access-to-resources,architecture,based,cds,chains,checking,cognition,cognitive,cognitive-architecture,cognitive-models,collaboration,collaborative,collaborative-information-access,communications,communities,control,control-rooms,correctness,deductive,deductive-theorem-proving,design,design-chains,development,diary,digital,dispatch,distributed,distributed-cognition,distributed_cognition,domain,elicitation,empirical,empirical-study,enumeration,error,evaluation,evidence-based,evidence-based-medicine,expertise,formal,formal-verification,framework,frbr,games,grounded,hardware,hardware-verification,human,human-error,hybrid,hybrid-verification-systems,imported,information,information-resources,interaction,investigations,knowledge,knowledge-elicitation,law,legal,legal-investigations,libraries,library,library-users,medical,medicine,methods,model,model-checking,modeling,modelling,models,motivation,nuclear,nuclear-domain,of,patient,patient-information,plausibility,post-completion,post-completion-error,practice,priming,procedural,procedural-error,processes,proving,recursive,reference,research_method,resources,rooms,scalable,security,sensemaking,service,social,social-structures,state,structures,study,symbolic,symbolic-state-enumeration,system,system-development,systems,theorem,theory,to,usability,usability-evaluation,usability-verification,user,user-communities,user-studies,users,verification,working
A. Boer,imported
A. Bogoni,060.2360,060.4510,OPS,OSP,SOA,XGM,circuits,10,160,2.5,4,40,8,AND,All-optical,C-band,Digital,EAM,Evolution,Fiber,GHz,GPON,Gigabit-PON,Kerr,NOR,NOT,Nonlinear,OR,OTDM,Office,Optical,PPLN,RZ,Rayleigh,Reflective,SOA-based,THz,Talbot,Ultrafast,WDM-PON,XPM-induced,adders,all-optical,amplifier,amplifiers,amplifierscross,and,applications,architecture,asynchronous,backscatter,backscattering,bismuth,bistable,bit,bit-error-rate,broadening,capability,cascade,chirp,chirping,clock,colorless,comb,combinatorial,communication,communications,comparator,comparators,complex,compounds,computing,configuration,configurations,control,conversion,coupled,cross,cross-gain,cross-gain-modulation,cross-phase,cross-phase-modulation,data,degradation,demultiplexing,depletion,detection,devices,difference,digital,distribution,division,domain,downstream,effect,electroabsorption,equipment,eraser,error,evolution,eye-diagrams,fiber,fibre,flip-flop,flip-flops,frequency,function,gain,gates,generation,gigabit,half-adder,half-subtracter,high-speed,highly,improvement,information,integrable,integrated,interconnection,interconnections,laser,lasers,latency,links,lithium,logic,measurements,mirrors,mitigation,mixing,modular,modulation,modulator,modulators,module,monitoring,multiplexing,multiplexingCentral,multiplexingRayleigh,multiplication,multistage,multiwave,multiwavelength,network,networks,node,nodes,noise,nonlinear,nonlinearity,nonreturn-to-zero,optical,optics,optoelectronics,packet,packets,passive,path-loss,penalty,performance,phase,phenomena,photonic,photonics,polarisation,polarization,processing,processors,pulse,pulsed,pump,pumping,rate,reflective,remote,repetition,reuse,ring,rotation,routing,sampler,sampling,scattering,scheme,schemes,seamless,self-routing,semiconductor,semiconductor-optical-amplifier,sequences,service,service-ONU,signal,signals,single,spatial,spectrum,statistics,subsystem,subsystems,switch,switches,switching,synchronous,systems,techniques,telecommunication,time,to,train,ultra-fast,ultrafast,unit,upstream,waveguide,waveguides,wavelength,wavelength-division-multiplexing
A. Bolivar,Erkennung,Evaluation,Praxis,TDT,Thema,detection,evaluation,information_retrieval,practice,taking,tdt,topic,topic_detection,wismasys0809
A. Borchers,1999,collaborative-filtering,imported,recsys
A. Borgida,Matts_biblio,TOARCHIVE,acquisition,agrawal,database,description,description_logics,exceptions,imported,knowledge,logic,modeling-language,modeling-theory,oodb,relation,representation,researcher,sematics,transitive
A. Borgschulte,2005,2006,2007,2008,2009,Al,LiBD4,LiBH4,MgH2,NaH,all,diffusion,flavio-pendolino,imported,isotope,kinetics,kissinger,raman,synthesis,zuttel,Catalyzed,DSC,Hydrogen,Intermediate,phase,Oxide,XRD,sorption
A. Broder,Web,actuation,analysis,and,book,bowtie,graph,graphs,honours,imported,network,networks,power-law,reading,scale-free-networks,scc,sensor,structure,suchmaschinen,technology,toread,ur,web,web-graph,web-science,www
A. Brooks,OO,imported,maintenance,object-oriented,software
A. C. C. Coolen,Econophysics,imported,networks,nn,sampling
A. C. Evans,ACC,CCP,JRR,PET,Parkinson's,adhd,bg,bio,caudate,cortex,disease,frontal,imported,motor,nucleus,pfc,rCBF,response,striatum
A. C. Gossard,III-V_semiconductors,aluminium_compounds,charge,dot,double,electron-hole_recombination,electron_traps,gallium_arsenide,hole_traps,imported,indium_compounds,optical_images,optical_storage,optical_transfer_function,quantum,quantum_well_devices,semiconductor_quantum_wells,sensing
A. C. Roberts,Psychology,Psychophysiology,2110326,3,5HT,da,pfc,Acetylcholine,Acid,Activity,Adrenergic,Analysis,Animal,Animals,Attention,Avoidance,Basal,Behavior,Bicuculline,Biomechanics,Brain,CCP,Callithrix,Callitrichinae,Cerebral,Choice,Choline,Cholinergic,Cognition,Comparative,Conditioning,Cortex,Discrimination,Disease,Diseases,Dose-Response,Drug,Effects,Escape,Female,Fetal,Fibers,Form,Frontal,GABA,Ganglia,Globus,Glutamate,Gov't,Habituation,Hemicholinium,Horseradish,Humans,Ibotenic,Immunohistochemistry,Inbred,Injections,Innominata,Intraventricular,JRR,Learning,Lobe,Male,Mapping,Methyl-D-Aspartate,Models,Motor,Muscimol,N,Nervous,Neural,Neurological,Neurons,Neurotoxins,Neurotransmitter,Non-U,O-Acetyltransferase,Oxadiazoles,Oxazoles,Pallidus,Parasympathetic,Parkinsons,Pathways,Pattern,Perception,Peroxidase,Physostigmine,Primates,Prosencephalon,Quisqualic,Rats,Reaction,Receptors,Recognition,Relationship,Research,Retention,S,Scopolamine,Selective,Serotonin,Side,Space,Species,Specificity,Strains,Study,Substantia,Support,System,Therapy,Time,Tissue,Transplantation,Variance,Ventricles,Visual,alpha-Amino-3-hydroxy-5-methyl-4-isoxazolepropionic,bg,gamma-Aminobutyric,of,ofc
A. Capiluppi,agile,evolution,must-read,imported,metrics,open,software,source,to_read
A. Capocci,Game,Networks,WikiPedia,and,book,characterization,clustering,collaborative-communities,community,comparison,complex,d4.1,dynamics,evolution,fractals,genealogical,graph,graphgenerator,graphs,graphtheory,link,link-mining,mining,network,network-analysis,networks,phsyics,preferential-attachment,scale-free,scale-free-networks,scalefree,self-organisation,small-world,smallworld,social,social-networks,statphys23,systems,tagora,taxonomy,theory,topic-11,toread,trees,web,web-graph,wikipedia
A. Caramazza,2000,CCP,JRR,book,brain,cogn,how,imported,lang,language,nlp,parietal,pfc,processes
A. Cardoso,imported
A. Carell,1,1994,1997,1999,2002,2003,2004,2005,2006,2008,2009,IMTM,IMTM-Bibliothek,IMTM-Publ,IMTMPubl,Status,accepted,carell,creativity,cscl,herrmann,in_Druck,innovation,jahnke,kienle,menold,novamille,ohne_Begutachtung,referiert,reiband,ritterskamp,schaller,schneider,transferorientiert,zur_Diskussion,2010,and,reis,szczyrba,und
A. Chowdhury,AOL_Search_query_log,GoalIdentificationAWM08,Learning,TOREAD,aol,awm2008,classification,dataset,detection,duplicate,goal,goals,imported,learning,list,logs,near,preference,query,query-log-analysis,query_categorization,reading-group,search,selectional,semi-supervised,social-search,web-science,web_queries
A. Cleeremans,CCP,JRR,cogn,consciousknowledge;comparingdirect;time-task;awareness,memory;performance;explicit;recollection;framework;systems,devo,juergen,mem,nnets,yuko
A. Collins,Adenosine,Animals,CSCL09,Calcium,Carrier,Catalysis,Cell,Chymotrypsin,Concentration,Cytoplasm,Electrophysiology,Exchange,Exchanger,Extracellular,Guinea,Heart,Hydrogen-Ion,Hydrolases,Ion,Kinases,Kinetics,Membrane,Mice,Monoester,Myocardium,Phosphoric,Pigs,Potentials,Protein,Proteins,Sarcolemma,Sodium,Sodium-Calcium,Space,Temperature,Triphosphate,cystic_fibrosis,disease_gene_mapping,drug,effects,file-import-09-02-13,free_fulltext,imported,linkage_disequilibrium,metabolism,network,pharmacology,physiology,semantic
A. Coniglio,Colloidal,Frustrated,Granular,Growth,Spanning,cellular,chemotaxis,cluster,colloids,columnar,compactivity,disorder,dynamics,gelation,granular,imported,kinetics,lamellar,materials,mechanics,multiplicity,order,ordering,percolation,phase,phases,processes,separation,signal,statistical,statphys23,temperature,topic-10,topic-2,topic-7,transition,trasduction
A. Cord,Conrad,Cord,Dech,Huettich,Klein,Landmann,Machwitz,Schmidt,article,conference
A. Costa,2003,2006,Irreversible,Thermodynamic,approach,codesign,imported,irreversible,refactoring,refinement,requirements,statecharts,thermodynamics
A. Cowey,attn,bio,consciousness,ltp,nn,pfc,reviews,thal,vis
A. D. Baddeley,VL,CCP,JRR,LTM,STM,TSB,Upjohn,amnesia,episodic,folder,learning,mem,memory,neuropsych,neuropsychology,paired-associative,pfc,working
A. D. Kennedy,Algorithm,Fermions,HMC,Lattice,MonteCarlo,QCD,RHMC,algorithm,imported
A. D. Wagner,CCP,CognitionMemoryBrainHumanMagnetic,Episodic,Gov't,Gov'tSupport,H,ImagingSupport,JRR,MRI,Non-U,P,PET,PFC,Resonance,S,TimeReadingRecognition,U,cortex,declarative,encoding,episodic,explicit,fMRI,functional,gyrus,hip,hippocampus,human,language,lateralization,lobe,lobes,ltp,medial,mem,memories,memory,neuroimaging,parahippocampal,pfc,hippo,prefrontal,processes,retrieval,semantic,specificity,strategic,system,temporal,working
A. Dattolo,2010,bibliography,disambiguation,folksonomy,imported,overview,recommendation,recommender,sac2011,social,survey,tagging,tags,to-read,1945,history,hypertext,information,memex
A. Delgado,2007,BIPV,Building,Modeling,Modelling,QA,TLD,analysis,aqueous,aromatic-nitro,bg,bio-degradation,correlation,eurados,grid-connection,hydroxylamine,imported,integrated,photovoltaics,software,statistics,uncertainties,thermal-conductivity,tool,tools
A. DiNola,Bath,Berendsen,MD,dynamics,external,imported,molecular,molecular-dynamicsmethods,read,theory,to-process,to-read
A. Diamond,AB,AnotB,CCP,JRR,WCST,and,biology,children,cognition,cortex,da,db,development,devo,frontal,hippocampus,imported,infants,inhibition,learning,lesions,lobes,memory,monkey,neuroscience,object,of,performance,pfc,prefrontal,retrieval,stroop,task,yuko
A. Dickinson,Adult,Agents,Animals,Antipsychotic,Association,Attention,Basal,Brain,CCP,Computer-Assisted,Delusions,Disorders,Female,Forecasting,Frontal,Ganglia,Gov't,H,Humans,Image,Imaging,JRR,Learning,Lobe,Magnetic,Male,Mapping,Non-U,P,Processing,Psychiatric,Psychology,Psychotic,Rating,Research,Resonance,Reward,S,Scales,Schizophrenic,Status,Support,U,bg,cond,da,hip,imported
A. E. Eiben,EDA,Evolution,Evolutionary,adaptive,agents,algorithms,and,artificial,behavior,classification,competing,computing,constraint,control,crossover,data,deterministic,evolutionary,genetic,imported,life,meta-ga,mining,multiparent,nn,overview,parameter,parameterless,programming,satisfaction,self-adaptation,setting,strategies,subpopulations,tuning
A. E. Hillis,parietal
A. E. Samuel,imported
A. E. Zhukov,imported
A. Ernst,balashov,imported,order-disorder,stm,sts_magnon,transformations
A. Evans,KM,KMS,Knowledge_Management,Knowledge_Management_Systems,Knowledge_Modelling,Profile,UML,XMF,cogn,education,imported,itt,pdf,prj-education,proj_education,teachertraining,done
A. F. Kramer,CCP,JRR,P300,devo,extraction,information,lateralized,pfc,potential,priming,readiness,response,stimlus,vis
A. Farquhar,authoring,base,collaborative,imported,information,integrating,interoperability,knowledge,logic,ontology
A. Farrel,imported
A. Ferreira,Perso,WDM,coloring,imported,satellite,wdm
A. Fiechtner,APD,dosimetry,QA,neutron,evidos
A. Finkelstein,2106,CORE,SEMINAL,TOREAD,The,ViewPoints,Viewer,agile,case,checking,communication,components,computer-based,consistency,distributed-modeling,evolution,formal,framework,goals,heterogeneous,imported,inconsistency,inter-ViewPoint,litmap,management,method,modeling,modelling,multiple,partial,perspectives,re,read,requirements,requirements-engineering,specification,specifications,study,support,template,viewpoints,views
A. Fioretti
A. Flammini,agents,complex_networks,dynamics,google,growth,imported,myown,networks,searchengine,society,statphys23,structure,topic-11,traffic,web
A. Fox,imported,software
A. Fujimori,band,bismuth,calcium,chemical,compounds,energy,erbium,experiment,fermi,gap,high-tc,high-temperature,htsce,hubbard,imported,lanthanum,lead,model,photoelectron,photoemission,potential,praseodymium,quasiparticles,shift,spectra,strontium,structure,superconducting,superconductors,surface,transitions
A. G. Balanov,band,conduction,hopping,imported,semiconductor,structure,superlattices
A. G. Barto,CCP,JRR,actor,bg,cereb,cmac,cogn,cond,critic,developmental,imported,juergen,learning,motor,motorcontrol,nnets,noise,psychology,reachgrasp,reaching,reinforcement,timing
A. Gangemi,NeOn,NeOnTookit,ODP,alignment,book,classification,conversion,dolce,event-centric,eventmodelf,foundational,framedetection,identitycrisis,imported,keyword,learning,management,media,ol,ontologies,ontology,ontology_design_patterns,ontologydesign,ontologydesignpatter,ontologymodularization,owl,oyster,pattern,patternbased,phd,rdf,reference,semantic,semanticweb,tagging,thesis-kat,thesis-ontology,thesis_roberto,turruta-eswc2008,watson,web,webidentity,webresources,wismasys0809,wonderweb,wordnet,ontology_patterns
A. Gavrielides,chaos,imported,lasers,nn
A. Geissbuhler,imported
A. Gelas,imported
A. Gelman,imported,power,voting
A. Gohla,Bacterial,Data,GTP-Binding,Guidelines,Laboratory,Neoplasm,Receptors,Signal,Tyrphostins,14-3-3,2,3,3T3,A,Acid,Actin,Adhesion,Alleles,Amino,Animals,Base,Basement,Benzoxazoles,Binding,Biological,Biopolymers,C,C57BL,COS,Calcium,Carcinoma,Cell,Collagen,Combinations,Compounds,Craniofacial,Crosses,Cultured,Cycle,Cyclic,DNA,Defects,Depolymerizing,Diacylglycerol-Lyase,Dosage,Drug,Endothelin,Enzyme,Epidermal,Eukaryotic,Factors,Fibroblasts,Fluorescent,Fusion,G-Protein-Coupled,G12-G13,Galanin,Gene,Genetic,Gi-Go,Gi2,Gohla,Gq-G11,Growth,Guanine,Heart,Hela,Heterotrimeric,Humans,Hypoglycemic,Inositol,Interference,Interpretation,Intracellular,Invasiveness,Kinase,Kinases,Knockout,Laminin,Ligands,Light,Lung,Lysophosphatidic,Male,Mass,Membrane,Methods,Mice,Microfilament,Microinjections,Microscopy,Microtubule-Associated,Mitogen-Activated,Models,Molecular,Muscle,Myosin,Myosin-Light-Chain,Pasteurella,Peptides,Pertussis,Phosphatidylinositol,Phosphoprotein,Phosphorylation,Post-Translational,Procedures,Processing,Protein,Protein-Serine-Threonine,Proteins,Proteoglycans,Proto-Oncogene,Quinolinium,RNA,Rabbits,Receptor,Recombinant,Saccharomyces,Sequence,Signaling,Sites,Small,Smooth,Spectrometry,Statistical,Strains,Subcellular,Subunit,Subunits,Techniques,Time,Topic,Toxin,Transduction,Transfection,Transport,Tumor,Type,Tyrosine,Vasoconstrictor,Virulence,alpha,and,as,cerevisiae,effects,rho-Associated,rhoA,use
A. Gokhale,1999,aggregation,cbr,collaborative-filtering,collaborative_filtering,content_based,early-rater,grey-sheep,hybrid,hybrid-filtering,hybrid_systems,imported,internet,news,newspapers,recommendation,recommender_systems,sl,sparsity,survey
A. Gomez-Perez,Foundations,NeOn,evaluation,imported,info.survey,ontologies,ontology,research.kr.ontologies,semantic,semanticweb,web
A. Gopnik,Gopnik_1994_book,Gopnik_1997,cognition,devo,gopnik1988,imported,language,learning,sociocultural
A. Graves,imported,juergen
A. Grinvald,bio,cat,cortex,nn,pfc,vis,visual
A. Gupta,DHT,FCA,Information,Introduction,Issues,MBA,OntologyHandbook,PhD,Research,Retrieval,TDD,Visual,WW-CITED,WW-MUST,awareness,bio,database,diss,evolution,experiment,faults,geology,geophysics,hazard,high-tc,htsce,imported,imported-10-07-2007,indexing,information-retrieval,innovation,interruptions,managing,proof,schema,seismology,semantic,semantic-gap,aluminum,lanthanum,magnetoresistance,nonlinearcurrent,organic,semiconductor,spacer,spin,thermaleffects,tppjunctions
A. Gómez-Pérez,2004,KnowledgeEngineering,Semantic_Web,book,grundlagen,imported,ontological_engineering,ontologies,ontologyLearning,ontologyMapping,semantic,semanticWeb,sw,swt1011,web,wismasys0809
A. Halevy,DHT,SEMINAL,data,effectiveness,google,imported,imported-10-07-2007,imported_before,machine-learning,machinelearning,mining,multistrategy-learning,ontology-mapping,search,services,similarity,srl,statistics,survey,unsupervised,web
A. Hoffmann,Anforderungserhebung,Computing,Design,Engineering,Entwicklung,GaN,III-V,InGaN,MOCVD,Polarization,Quantum,Raman,Requirements,Single,Ubiquitous,User-Centered,VENUS,VENUS_Winfo,analysis,band,bands,biexcitons,calculations,carrier,cathodoluminescence,coatings,compounds,density,distribution,dot,dots,electron,epitaxial,equation,excitons,finite-elements,formative,gallium,gap,growth,imported,impurity,indium,interactions,itegpub,juergen,k.p,laterally-overgrown,layers,line,measurement,micro-Raman,microscopy,model,modeling,myown,nitrogen,nutzergetriebene,phase,phonon-plasmon,pub_aho,pub_ehi,pub_hho,pub_jml,pub_lru,pub_mal,pub_ms,quantum,relaxation,semiconductor,semiconductors,shift,spectra,spectral,strain,stress,structural,transmission,trust,valence,vapour,wide,Collaborative_development,pub_pbi
A. Hoffmann-Rothe,abstract,arava-fault,crust,dead-sea-transform,faults,geology,geophysics,imaging,magnetotellurics,mantle,merapi,middle-east,migration,modelling,myown,potential-fields,receiver-functions,reflection,refraction,review,seismics,seismology,tomography,velocity,volcanoes
A. Hotho,2000,2001,2002,2003,2005,2006,2007,DISS,ITA,KI2007WebMining,RememberTechnique,SEMINAL,SumSchool06,TOREAD,ToAssess,Wettbewerbsinteraktionen_und_Competitive_Intelligence,adversarial-ir,ai,aifb,analysis,analytic,artificial,bachelor,background,bmbf,clustering,collaboration,collaborative,community,concept,conceptual,data,data-mining,datamining,diplom,diss_anforderungen,document,engineering,entropy,eris,evaluation,fca,feature,flexibility,folkrank,folksonomies,folksonomy,formal,formal-concept-analysis,formal_concept_analysis,givealink,graphs,hierarchies,hierarchy,hierarchy-learning,iccs_example,imported,inex08paper,information,informationsportale,intelligence,intelligenz,ir,issi_example,kaon,karlsruhe,knowledge,knowledgemanagement,künstliche,learning,maedche,management,master,master_thesis,meta,mining,ml,myown,mythesis,network,networks,nlp,no-tag,ol,ol_web2.0,ontologies,ontology,ontology_learning,portal,portals,printed,proceedings,productivity,project,projekt,prolearn,prontoLiterature,properties,ranking,reading-group,recommendation,retrieval,search,selection,semantic,semantic-web,semantic-web-mining,semantics,semanticweb,semiport,similarity,social,social-factors,social-network,social-search,sosoantrag,tagging,tagging_definition,tagging_formalization,tagging_knowledgemanagement,taggingsurvey,taxonomies,taxonomy_learning,text,to-read,toVerify,toread,trends,trias_example,usage,user,visualization,web,web-science,wordnet,wum,bibsonomy,literatur
A. I. Lichtenstein,Green's,Hubbard,Kondo,ab,band,calculations,compounds,correlated,correlations,density,effect,effective,electron,electronic,ferromagnetic,function,functional,ground,heat,high-tc,htsct,imported,initio,interactions,iron,iterative,linear,localised,magnetic,magnetism,magnetoelectronics,many-body,mass,materials,metal-insulator,method,methods,mixed,model,moments,muffin-tin,nickel,of,orbital,perturbation,plutonium,polarisation,problems,quasiparticles,specific,spin,spin-orbit,states,strongly,structure,systems,theory,tight-binding,transition,uranium,valence
A. J. Freeman,150,ANTIFERROMAGNETISM,APW,Al_Li_phase_diagram,CALCULATIONS,CCP,CHARGE,CONSISTENT,COORDINATION,COPPER,DENSITY,ELECTRONIC,ENERGY,FCC,FIELD,FILMS,FUNCTIONALS,FUNCTIONS,INTERNAL,IRON,Ir_brittleness,JRR,LATTICES,LAYERS,MAGNETIC,MAGNETIZATION,NUMBER,PHOTOEMISSION,PROPERTIES,SELF,SPIN,STRUCTURE,WORK,ab,ab-initio,anisotropy,calculations,chemical,compounds,constants,density,diagrams,electronic,energy,ferromagnetic,formation,functional,heat,imported,initio,interactions,interface,iron,lattice,magnetic,magnetism,materials,monolayers,of,phase,potential,spin-orbit,sss,states,structure,tantalum,theory,total,tungsten
A. J. Hughes Hallett,Economic,Fiscal,Hysteretic,behaviour,imported,policy,transfers
A. J. McKane,2007,RMP_CFL,baxter,blythe,change,croft,ecology,epidemics,equation,evolution,fluctuations,fokker-planck,genetics,imported,language,linguistics,mackane,mckane,models,natural,statistical,stochastic,utterance
A. J. Offutt,imported
A. J. Ramirez-Pastor,Adsorption,Carlo,Ising,Lattice,Lattice-gas,Monte,Percolation,Spin,and,glass,imported,isotherms,lattices,model,simulation,statistics,theory,textpm}J
A. J. Robinson,imported,juergen,nn,nnets
A. J. Silva,CCP,JRR,bio,cond,hip,ltp,pfc
A. Jain,RDF,XML,access,clustering,control,imported,security,semantics,survey,visual-appearance-modeling
A. Johnston,AEP,CCP,JRR,attention,cognitive,imported,p85,psychology,stroop
